Review,Size,Comfort,Features,star_rating
NA,"['3', '4', '6', '7']","Recycled Content: The upper of this shoe is made with at least 20% recycled materials as a step toward a better future
SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel","Leather upper with a perforated vamp
Lace closure for a snug fit
Textured midsole
PUMA graphics on quarter
PUMA No.1 Logo on tongue
PUMA Formstrip on medial and lateral sides
PUMA Cat Logo on heel",NA
NA,"['3', '4', '5', '6', '7', '8']",IMEVA: PUMA's material for a lightweight and comfortable feel,,NA
NA,"['7', '8']",PUMA’s leather products support responsible manufacturing via the Leather Working Group.www.leatherworkinggroup.com,"Full leather upper with suede details
EVA and rubber midsole
EVA and rubber outsole
Soft grain leather PUMA Formstrip on side
PUMA branding details",NA
NA,"['3', '4', '5', '6', '7', '8']",IMEVA: PUMA's material for a lightweight and comfortable feel,,NA
NA,"['3', '4', '5', '6', '7']",SoftFoam+: PUMA’s comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your day,"Heel type: Flat
Shoe width: Regular fit
Heel-to-toe-drop: 0 mm
Shoe pronation: Neutral
Low boot
Synthetic upper
Rubber outsole
PUMA Formstrip on lateral side
PUMA Wordmark and Cat logo at tongue",NA
NA,"['3', '4', '5', '6', '7']",SoftFoam+: PUMA’s comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your day,"Heel type: Flat
Shoe width: Regular fit
Heel-to-toe-drop: 0 mm
Shoe pronation: Neutral
Low boot
Synthetic upper
Rubber outsole
PUMA Formstrip on lateral side
PUMA Wordmark and Cat logo at tongue",NA
NA,"['3', '4', '7']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0 mm
Synthetic upper
Low boot
PUMA Cat logo and wordmark at quarter panel & tongue
Perforated detailing
Rubber outsole
Lace closure",,NA
NA,"['3', '4', '6']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0 mm
Synthetic upper
Low boot
PUMA Cat logo and wordmark at quarter panel & tongue
Perforated detailing
Rubber outsole
Lace closure",,NA
NA,"['4', '5', '6', '7', '8']","SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel
The upper of this shoe is made with at least 20% recycled materials as a step toward a better future","Low Boot
Heel type: Platform
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0 mm
Leather upper
PUMA Formstrip on the lateral sides
PUMA Wordmark on the heel",NA
NA,"['3', '4', '5', '6', '7', '8']","Mesh base
Synthetic Formstrip, heel cap, bottom eyestay and tongue overlay
Synthetic quarter panel and heel overlay
Soft PU coated leather vamp
Leather vamp and quarter panel overlay
Metallic hotmelt film on eyestay and vamp underlay
Matte hotmelt film underneath bottom eyestay
RS midsole
Rubber outsole",,NA
NA,"['3', '4', '5', '6', '7', '8']","SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel
The upper of this shoe is made with at least 20% recycled materials as a step toward a better future","Low Boot
Heel type: Platform
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0 mm
Leather upper
PUMA Formstrip on the lateral sides
PUMA Wordmark on the heel",NA
NA,"['3', '4', '5', '6', '7', '8']","Mesh base
Synthetic Formstrip, heel cap, bottom eyestay and tongue overlay
Synthetic quarter panel and heel overlay
Soft PU coated leather vamp
Leather vamp and quarter panel overlay
Metallic hotmelt film on eyestay and vamp underlay
Matte hotmelt film underneath bottom eyestay
RS midsole
Rubber outsole",,NA
NA,"['3', '4', '5', '6', '7', '8']","Synthetic upper
Leather and nubuck overlays
Textile tongue
Rubber outsole",,NA
NA,"['3', '5', '6', '7', '8']","Synthetic upper
Leather and nubuck overlays
Textile tongue
Rubber outsole",,NA
NA,"['6', '7', '8']","SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel
Recycled Content: The upper of this shoe is made with at least 20% recycled materials as a step toward a better future","Low Boot
Heel type: Platform
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0 mm
Leather upper
Rubber midsole
Rubber outsole
PUMA Formstrip on the medial and lateral sides
PUMA Cat Logo on the heel",NA
NA,"['4', '5', '6']","SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel
Recycled Content: The upper of this shoe is made with at least 20% recycled materials as a step toward a better future","Low Boot
Heel type: Platform
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0 mm
Leather upper
Rubber midsole
Rubber outsole
PUMA Formstrip on the medial and lateral sides
PUMA Cat Logo on the heel",NA
NA,,"SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel
Recycled Content: The upper of this shoe is made with at least 20% recycled materials as a step toward a better future","Low Boot
Heel type: Platform
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0 mm
Leather upper
Rubber midsole
Rubber outsole
PUMA Formstrip on the medial and lateral sides
PUMA Cat Logo on the heel",NA
NA,"['6', '8']","Low Boot
Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 14.0 mm
Mesh base with suede and synthetic leather overlays
EVA midsole
Rubber outsole
PUMA branding details",,NA
NA,"['7', '8']","Low Boot
Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 14.0 mm
Mesh base with suede and synthetic leather overlays
EVA midsole
Rubber outsole
PUMA branding details",,NA
NA,['8'],SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel,"Suede upper
Platform style
Rugged rubber outsole
Metallic details
PUMA Formstrip on medial and lateral sides
PUMA No.1 Logo on tongue",NA
NA,"['6', '7']",SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel,"Suede upper
Platform style
Rugged rubber outsole
Metallic details
PUMA Formstrip on medial and lateral sides
PUMA No.1 Logo on tongue",NA
NA,['7'],"PUMA’s leather products support responsible manufacturing via the Leather Working Group.www.leatherworkinggroup.com
The upper of this shoe is made with at least 30% recycled materials and the bottom is made with at least 10% recycled materials, as a step toward a better future.","Full suede leather upper with synthetic Formstrip
PUMA Formstrip on lateral and medial sides
PUMA branding details",NA
NA,['7'],"PUMA’s leather products support responsible manufacturing via the Leather Working Group.www.leatherworkinggroup.com
The upper of this shoe is made with at least 30% recycled materials and the bottom is made with at least 10% recycled materials, as a step toward a better future.","Full suede leather upper with synthetic Formstrip
PUMA Formstrip on lateral and medial sides
PUMA branding details",NA
NA,"['3', '7', '8']",Running System: PUMA's comfortable cushioning technology celebrates the reinvention of a unique moment and movement in culture,"Mesh vamp with synthetic overlays
Synthetic eyestay, vamp, quarter panel and heel overlay
Mesh tongue
Lightweight PU midsole
Rubber outsole",NA
NA,"['5', '6', '7', '8']",LWG: The leather sourced in this product comes from environmentally responsible leather manufacturing and is audited and certified via the Leather Working Group protocol,"Leather upper with nubuck overlays
Rubber midsole
Rubber outsole
Nubuck PUMA Formstrip",NA
NA,"['4', '5', '6', '7', '8']","Low boot
Leather upper
Synthetic overlay on heel and textile eyestay
Rubber midsole
Rubber outsole
Lace closure with glossy eyelets
Striped webbing loop at heel
Leather PUMA Formstrip at lateral side
Debossed and foil-printed PUMA No. 2 Logo at quarter panel
Debossed and foil-printed PUMA Cat Logo at heel cap",,NA
NA,"['3', '4', '5', '6', '7', '8']","Low boot
Leather upper
Synthetic overlay on heel and textile eyestay
Rubber midsole
Rubber outsole
Lace closure with glossy eyelets
Striped webbing loop at heel
Leather PUMA Formstrip at lateral side
Debossed and foil-printed PUMA No. 2 Logo at quarter panel
Debossed and foil-printed PUMA Cat Logo at heel cap",,NA
NA,"['3', '4', '5', '6', '7', '8']",Running System: PUMA's comfortable cushioning technology celebrates the reinvention of a unique moment and movement in culture,"Mesh vamp with synthetic overlays
Synthetic eyestay, vamp, quarter panel and heel overlay
Mesh tongue
Lightweight PU midsole
Rubber outsole",NA
NA,"['3', '4', '5', '6', '7', '8']","The upper of this shoe is made with at least 20% recycled materials and the bottom is made with at least 10% recycled materials, as a step toward a better future
PUMA’s leather products support responsible manufacturing via the Leather Working Group.www.leatherworkinggroup.com","Low Boot
Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0 mm
Suede upper
Rubber midsole
Rubber outsole
PUMA Formstrip on the lateral sides
PUMA Archive No. 1 Label on the tongue",NA
NA,"['3', '4', '5', '6', '7', '8']","The upper of this shoe is made with at least 20% recycled materials and the bottom is made with at least 10% recycled materials, as a step toward a better future
PUMA’s leather products support responsible manufacturing via the Leather Working Group.www.leatherworkinggroup.com","Low Boot
Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0 mm
Suede upper
Rubber midsole
Rubber outsole
PUMA Formstrip on the lateral sides
PUMA Archive No. 1 Label on the tongue",NA
NA,"['3', '4', '5', '6', '7', '8']","SoftFoam: PUMA’s dual-density insole provides two unique layers of cushioning for customised comfort, fit and long-lasting durability
Recycled Content: The upper of this shoe is made with at least 20% recycled materials as a step toward a better future","Heel type: Flat
Shoe width: Regular fit
Heel-to-toe-drop: 0 mm
Tennis-inspired silhouette
Bootie construction
Premium leather upper
Cushioned footbed for optimum comfort
Rubber outsole for grip
Lace closure for a snug fit
PUMA Formstrip at medial and lateral sides
PUMA Logo at lateral side and tongue
PUMA Cat Logo at heel",NA
NA,"['3', '4', '5', '6', '7', '8']","SoftFoam: PUMA’s dual-density insole provides two unique layers of cushioning for customised comfort, fit and long-lasting durability
Recycled Content: The upper of this shoe is made with at least 20% recycled materials as a step toward a better future","Heel type: Flat
Shoe width: Regular fit
Heel-to-toe-drop: 0 mm
Tennis-inspired silhouette
Bootie construction
Premium leather upper
Cushioned footbed for optimum comfort
Rubber outsole for grip
Lace closure for a snug fit
PUMA Formstrip at medial and lateral sides
PUMA Logo at lateral side and tongue
PUMA Cat Logo at heel",NA
NA,"['3', '4', '5', '6', '7', '8']","Recycled Content: Made with at least 20% recycled material as a step toward a better future
SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel","Heel type: Platform
Shoe width: Regular fit
Heel-to-toe-drop: 0 mm
Leather upper with perforated vamp
Rubber midsole and outsole
Wider vertical lines on heel
PUMA Formstrip on medial and lateral sides
PUMA Cat Logo on heel",NA
NA,"['3', '4', '5', '6', '7', '8']","Recycled Content: Made with at least 20% recycled material as a step toward a better future
SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel","Heel type: Platform
Shoe width: Regular fit
Heel-to-toe-drop: 0 mm
Leather upper with perforated vamp
Rubber midsole and outsole
Wider vertical lines on heel
PUMA Formstrip on medial and lateral sides
PUMA Cat Logo on heel",NA
NA,"['3', '4', '5', '6', '7']","Recycled Content: Made with at least 20% recycled material as a step toward a better future
SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel","Heel type: Platform
Shoe width: Regular fit
Heel-to-toe-drop: 0 mm
Leather upper with perforated vamp
Rubber midsole and outsole
Wider vertical lines on heel
PUMA Formstrip on medial and lateral sides
PUMA Cat Logo on heel",NA
NA,"['3', '4', '5', '6', '7', '8']","Recycled Content: Made with at least 20% recycled material as a step toward a better future
SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel","Heel type: Platform
Shoe width: Regular fit
Heel-to-toe-drop: 0 mm
Leather upper with perforated vamp
Rubber midsole and outsole
Wider vertical lines on heel
PUMA Formstrip on medial and lateral sides
PUMA Cat Logo on heel",NA
NA,"['7', '8']","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0.0 mm
Synthetic base and upper
Textile vamp base and tongue
Suede eyestay, vamp and heel cap
RS midsole
Rubber outsole",,NA
NA,['6'],"The upper of this shoe is made with at least 20% recycled materials as a step toward a better future
SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel","A mix of different durable leather materials
Cupsole tooling with elevated profile height and a TPU heel piece
PUMA Formstrip on medial and lateral sides
PUMA No. 1 Logo on tongue",NA
NA,"['3', '4', '5', '6', '7', '8']","The upper of this shoe is made with at least 20% recycled materials as a step toward a better future
SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel","A mix of different durable leather materials
Cupsole tooling with elevated profile height and a TPU heel piece
PUMA Formstrip on medial and lateral sides
PUMA No. 1 Logo on tongue",NA
NA,"['3', '4', '5', '6', '7', '8']",The upper of this shoe is made with at least 30% recycled materials as a step toward a better future,"Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: mm
Textile base
Synthetic and textile upper
PU midsole
Rubber outsole
PUMA Formstrip on the lateral sides
PUMA Cat Logo on the heel",NA
NA,"['3', '4', '5', '6', '7', '8']",The upper of this shoe is made with at least 30% recycled materials as a step toward a better future,"Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: mm
Textile base
Synthetic and textile upper
PU midsole
Rubber outsole
PUMA Formstrip on the lateral sides
PUMA Cat Logo on the heel",NA
NA,['4'],"IGNITE: PUMA’s unique PU Foam that provides responsiveness, maximum cushioning and energy return to propel you forward faster
IMEVA: PUMA’s midsole for a lightweight and comfortable feel","Heel type: Platform
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0 mm
Textile upper
Lace fastening
Rubber outsole
IMEVA midsole
PUMA Cat Logo and Wordmark on the tongue
PUMA logo webbing strap
PUMA Cat logo at heel",NA
NA,"['3', '4', '5', '6', '7', '8']","IGNITE: PUMA’s unique PU Foam that provides responsiveness, maximum cushioning and energy return to propel you forward faster
IMEVA: PUMA’s midsole for a lightweight and comfortable feel","Heel type: Platform
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0 mm
Textile upper
Lace fastening
Rubber outsole
IMEVA midsole
PUMA Cat Logo and Wordmark on the tongue
PUMA logo webbing strap
PUMA Cat logo at heel",NA
NA,"['3', '4', '6', '7', '8']","Heel type: Platform
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0.0 mm
Synthetic upper
Synthetic Formstrip and heel cap
Debossed and screen printed PUMA branding on heel, quarter and tongue label
Platform silhouette
Rubber midsole
Rubber outsole",,NA
NA,"['3', '4', '5', '6', '7', '8']","SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel
The upper of this shoe is made with at least 20% recycled materials and the bottom is made with at least 10% recycled materials, as a step toward a better future","Synthetic upper
Rubber outsole
PUMA Formstrip on the lateral sides
PUMA Cat Logo debossed on the heel",NA
